subscription_type,plan_type,auto_renew,avg_articles_per_week,days_since_last_login,support_tickets_last_90d,discount_used_last_renewal,email_open_rate,time_spent_per_session_mins,region,most_read_category,completion_rate,article_skips_per_week,primary_device,previous_renewal_status,last_campaign_engaged,campaign_ctr,nps_score,sentiment_score,csat_score,customer_age,signup_source,payment_method,downgrade_history,subscription_status,tenure_days
Digital+Print,Monthly,No,3.63,15,2,Yes,0.31,10.36,Asia,Culture,0.71,1,Mobile,Auto,,0.21,-50,0.71,1,32,Mobile App,Credit Card,Yes,Active,410
Digital,Monthly,Yes,1.7,20,2,No,0.28,8.23,Asia,Finance,0.97,2,Desktop,Manual,,0.04,46,-0.62,1,32,Referral,Credit Card,No,Cancelled,674
Digital,Monthly,Yes,4.92,21,2,No,0.97,10.03,Europe,Politics,0.32,0,Tablet,Auto,,0.15,-74,-0.12,4,45,Web,PayPal,No,Active,238
Digital,Monthly,Yes,4.56,23,1,No,0.15,13.78,North America,Finance,0.82,0,Desktop,Auto,Survey,0.51,-38,-0.43,4,53,Mobile App,Debit Card,No,Active,198
Digital+Print,Monthly,No,3.88,6,2,Yes,0.73,7.79,Others,Technology,0.97,0,Mobile,Manual,Retention Offer,0.26,87,0.02,3,59,Mobile App,Credit Card,No,Active,61
Digital,Annual,Yes,2.81,29,1,No,0.0,2.51,North America,Politics,0.9,0,Desktop,Manual,Retention Offer,0.13,-40,-0.69,3,57,Mobile App,Credit Card,No,Active,487
Digital+Print,Monthly,Yes,3.87,26,0,No,0.6,18.18,North America,Environment,0.42,1,Tablet,Auto,,0.13,-40,0.31,4,49,Web,PayPal,No,Active,667
Digital+Print,Monthly,Yes,1.94,7,0,Yes,0.92,6.01,North America,Politics,0.53,0,Desktop,Manual,Newsletter Promo,0.21,25,0.36,4,63,Web,PayPal,No,Cancelled,650
Digital,Monthly,Yes,4.28,18,1,Yes,0.29,5.76,Europe,Environment,0.42,0,Desktop,Auto,,0.44,-56,0.75,1,30,Web,Debit Card,Yes,Active,1330
Digital,Monthly,No,5.47,19,2,Yes,0.19,14.41,North America,Technology,0.72,0,Mobile,Manual,Newsletter Promo,0.37,48,0.42,3,38,Web,Credit Card,No,Cancelled,1242
Digital,Monthly,Yes,4.61,15,0,Yes,0.65,8.46,North America,Finance,0.8,3,Mobile,Auto,Newsletter Promo,0.28,71,0.42,4,66,Mobile App,Credit Card,No,Active,1738
Digital,Annual,Yes,1.91,21,0,No,0.71,9.75,North America,Finance,0.52,1,Desktop,Manual,,0.26,28,0.34,2,56,Mobile App,Credit Card,No,Active,1692
Digital,Annual,No,3.54,26,1,No,0.69,11.93,North America,Technology,0.68,0,Tablet,Auto,,0.23,-6,-0.11,2,55,Referral,Credit Card,No,Active,1347
Digital,Annual,Yes,1.06,6,4,Yes,0.32,14.33,Europe,Technology,0.78,1,Desktop,Auto,Survey,0.18,-10,0.81,3,26,Web,Credit Card,No,Cancelled,754
Digital,Monthly,Yes,3.86,8,0,Yes,0.25,8.67,Asia,Technology,0.59,1,Desktop,Auto,,0.26,-57,0.28,2,37,Web,Credit Card,No,Active,1216
Digital+Print,Monthly,Yes,3.68,12,1,No,0.96,16.08,Asia,Finance,0.9,1,Mobile,Auto,Newsletter Promo,0.25,-39,1.24,1,37,Mobile App,Credit Card,No,Active,913
Digital,Monthly,No,0.2,0,1,No,0.92,1.46,North America,Finance,0.84,1,Mobile,Manual,Newsletter Promo,0.11,-40,0.88,3,25,Web,Credit Card,No,Cancelled,73
Digital+Print,Monthly,No,1.26,28,1,Yes,0.46,13.04,North America,Environment,0.35,1,Desktop,Auto,Newsletter Promo,0.1,-22,0.17,4,31,Referral,PayPal,No,Cancelled,1414
Espresso,Annual,No,2.58,7,1,No,0.85,6.64,Others,Politics,0.73,0,Mobile,Auto,,0.38,-12,0.2,2,37,Mobile App,PayPal,No,Active,209
Digital,Monthly,Yes,2.55,23,0,No,0.45,15.49,North America,Finance,0.46,2,Desktop,Auto,Retention Offer,0.3,11,0.42,1,52,Mobile App,Credit Card,No,Active,1449
Espresso,Monthly,Yes,1.19,21,1,No,0.42,10.57,Asia,Politics,0.69,3,Mobile,Auto,Newsletter Promo,0.18,10,0.79,4,62,Web,PayPal,No,Cancelled,118
Digital,Monthly,No,3.58,3,2,No,0.16,7.31,North America,Culture,0.97,2,Desktop,Manual,Survey,0.3,-51,-0.77,5,38,Web,Debit Card,No,Active,574
Espresso,Monthly,Yes,3.38,2,1,Yes,0.43,12.65,Others,Culture,0.92,1,Desktop,Auto,,0.28,-60,0.66,1,58,Web,Credit Card,No,Active,1406
Digital,Annual,Yes,2.71,26,2,No,0.54,13.57,North America,Politics,0.58,0,Mobile,Auto,Newsletter Promo,0.31,-68,0.19,2,58,Web,Credit Card,No,Active,1604
Digital,Monthly,No,1.87,2,2,Yes,0.02,12.57,Europe,Politics,0.5,2,Mobile,Manual,Newsletter Promo,0.66,-89,0.54,1,39,Mobile App,Credit Card,Yes,Cancelled,572
Digital+Print,Monthly,Yes,4.57,21,2,No,0.44,5.88,Asia,Politics,0.46,0,Desktop,Manual,,0.75,-99,-0.36,5,60,Web,Credit Card,No,Active,434
Digital,Monthly,Yes,5.48,12,2,No,0.78,8.06,Europe,Finance,0.67,1,Tablet,Auto,,0.34,6,-0.38,5,23,Mobile App,Credit Card,No,Active,645
Digital+Print,Monthly,No,2.27,7,0,Yes,0.68,9.98,North America,Finance,0.38,2,Desktop,Auto,Newsletter Promo,0.04,48,0.17,1,61,Mobile App,Credit Card,Yes,Active,202
Digital+Print,Annual,No,2.08,6,1,No,0.64,9.83,Europe,Environment,0.68,0,Mobile,Manual,Newsletter Promo,0.36,41,0.49,4,44,Web,Credit Card,No,Active,691
Digital,Annual,Yes,3.74,26,1,No,0.91,13.0,Asia,Finance,0.3,2,Mobile,Manual,,0.29,-67,-0.62,4,21,Mobile App,Credit Card,No,Active,641
Digital,Annual,Yes,2.46,0,2,No,0.02,1.94,North America,Politics,0.53,0,Mobile,Manual,,0.26,-16,-0.2,5,21,Mobile App,Credit Card,Yes,Active,1225
Espresso,Annual,Yes,2.79,26,1,No,0.56,11.34,North America,Culture,0.45,1,Mobile,Manual,,0.24,91,-0.6,3,45,Web,Credit Card,No,Active,502
Digital,Monthly,Yes,4.11,15,0,No,0.79,8.84,Europe,Finance,0.98,1,Desktop,Manual,,0.1,50,0.21,3,44,Web,Credit Card,No,Active,1154
Digital,Monthly,No,0.14,5,2,Yes,0.54,6.65,North America,Technology,0.81,0,Desktop,Manual,Survey,0.13,-16,1.0,4,34,Mobile App,Credit Card,Yes,Cancelled,248
Digital+Print,Monthly,No,4.98,6,1,Yes,0.32,7.03,Europe,Politics,0.54,0,Mobile,Manual,Newsletter Promo,0.34,-51,-0.17,3,56,Mobile App,Credit Card,No,Active,443
Digital,Monthly,Yes,3.11,11,0,Yes,0.14,9.14,North America,Finance,0.36,0,Mobile,Auto,Retention Offer,0.65,41,0.39,4,55,Mobile App,PayPal,No,Active,582
Digital+Print,Annual,No,2.38,22,0,No,0.89,-4.4,Europe,Environment,0.66,0,Mobile,Auto,,0.21,5,0.06,2,69,Web,PayPal,No,Active,1691
Digital,Monthly,No,2.87,8,3,No,0.47,7.19,North America,Technology,0.45,1,Tablet,Auto,,0.44,-55,0.18,4,46,Web,Credit Card,No,Active,1117
Digital,Annual,Yes,2.94,26,0,No,0.88,6.5,Europe,Finance,0.68,1,Desktop,Auto,,0.18,17,-0.3,2,57,Web,Debit Card,No,Active,678
Digital+Print,Monthly,Yes,0.4,10,1,No,0.59,12.13,North America,Technology,0.88,2,Desktop,Manual,Retention Offer,0.34,-96,0.33,5,24,Web,PayPal,No,Active,1711
Digital,Monthly,Yes,5.24,9,1,No,0.67,6.78,North America,Environment,0.73,1,Mobile,Manual,,0.45,-35,-0.1,3,25,Mobile App,Credit Card,Yes,Active,1433
Digital+Print,Monthly,Yes,3.06,20,0,No,0.8,9.14,North America,Politics,0.74,2,Desktop,Manual,Newsletter Promo,0.32,49,0.9,5,58,Mobile App,Credit Card,No,Active,828
Digital,Annual,No,3.66,0,0,Yes,0.66,16.17,Others,Finance,0.68,0,Mobile,Manual,,0.54,-31,-0.26,1,50,Mobile App,Credit Card,No,Active,1088
Digital+Print,Monthly,Yes,4.43,17,2,No,0.4,13.98,North America,Environment,0.95,0,Mobile,Auto,Retention Offer,0.31,7,0.49,1,49,Web,Credit Card,No,Active,1338
Digital+Print,Monthly,No,1.47,3,0,No,0.51,13.61,Asia,Politics,0.95,1,Desktop,Manual,,0.26,-99,0.99,5,52,Web,Credit Card,No,Cancelled,43
Digital,Monthly,Yes,3.71,4,0,Yes,0.8,8.0,North America,Technology,0.66,1,Desktop,Auto,,0.2,-72,0.59,4,35,Mobile App,Credit Card,Yes,Active,1136
Digital+Print,Monthly,Yes,2.6,8,2,No,0.37,12.17,North America,Technology,0.51,0,Mobile,Auto,Newsletter Promo,0.35,-40,-0.45,4,68,Mobile App,PayPal,Yes,Active,1363
Digital,Monthly,Yes,4.27,26,0,Yes,0.39,9.06,Europe,Technology,0.62,0,Mobile,Auto,Newsletter Promo,0.25,-1,-0.5,3,60,Mobile App,Credit Card,No,Active,1635
Digital,Annual,Yes,0.0,16,1,Yes,0.1,9.22,Europe,Finance,0.43,0,Mobile,Manual,,0.15,27,0.23,5,33,Web,Credit Card,No,Cancelled,809
Digital,Monthly,Yes,2.85,2,0,Yes,0.91,11.64,Others,Finance,0.75,1,Mobile,Auto,,0.08,98,0.03,1,35,Mobile App,Credit Card,No,Active,1111
Digital,Monthly,No,2.1,15,1,No,0.09,7.61,Others,Technology,0.65,1,Desktop,Manual,Newsletter Promo,0.34,43,0.26,5,55,Mobile App,Debit Card,No,Active,1151
Digital,Monthly,Yes,3.65,4,0,Yes,0.65,15.97,Asia,Politics,0.37,0,Tablet,Auto,Newsletter Promo,0.17,91,0.6,5,42,Referral,Credit Card,No,Active,739
Digital+Print,Monthly,Yes,3.71,15,2,No,0.41,9.36,Europe,Finance,0.44,1,Mobile,Auto,Newsletter Promo,0.39,-4,0.04,3,51,Referral,Credit Card,No,Active,865
Espresso,Annual,No,1.94,2,1,Yes,0.41,12.47,Europe,Politics,0.64,1,Mobile,Auto,Survey,0.44,-4,-0.31,4,21,Referral,Credit Card,No,Cancelled,1497
Digital+Print,Monthly,Yes,1.93,19,0,No,0.68,15.82,North America,Politics,0.92,1,Mobile,Auto,Newsletter Promo,0.32,-87,0.1,1,22,Mobile App,Credit Card,No,Cancelled,1071
Digital+Print,Monthly,Yes,2.83,14,3,No,0.07,14.13,Others,Environment,0.7,2,Desktop,Manual,Retention Offer,0.12,-58,0.76,3,31,Mobile App,Credit Card,Yes,Active,596
Digital+Print,Monthly,No,1.66,29,1,No,0.59,4.36,Europe,Finance,0.78,1,Mobile,Auto,,0.4,70,0.02,1,18,Web,PayPal,No,Cancelled,1558
Digital+Print,Annual,Yes,4.26,2,3,No,0.77,11.78,Europe,Environment,0.54,0,Desktop,Manual,,0.33,-31,1.08,1,39,Mobile App,Credit Card,No,Active,689
Digital+Print,Annual,Yes,2.45,19,2,Yes,0.83,13.4,North America,Politics,0.7,3,Mobile,Manual,Retention Offer,0.17,-46,0.44,4,63,Web,Credit Card,No,Active,751
Digital,Monthly,Yes,0.0,13,0,Yes,0.17,13.57,North America,Technology,0.61,1,Desktop,Manual,Survey,0.61,-70,0.39,4,38,Web,Credit Card,Yes,Cancelled,1275
Digital,Monthly,Yes,2.44,15,1,Yes,0.9,5.55,Others,Politics,0.76,0,Desktop,Auto,,0.25,-25,-0.27,3,30,Mobile App,PayPal,No,Active,364
Digital,Monthly,Yes,1.44,28,1,No,0.66,7.37,North America,Culture,0.34,3,Tablet,Manual,,0.21,67,-0.06,2,65,Mobile App,Credit Card,No,Cancelled,960
Digital,Annual,Yes,0.55,28,1,Yes,0.88,13.98,Europe,Culture,0.65,0,Tablet,Auto,Newsletter Promo,0.48,54,0.26,3,53,Mobile App,PayPal,No,Cancelled,1713
Digital,Monthly,Yes,1.14,16,0,No,0.49,6.95,North America,Politics,0.51,3,Desktop,Auto,,0.27,-49,-0.01,3,46,Web,Credit Card,No,Cancelled,220
Digital,Monthly,No,3.16,27,2,Yes,0.54,8.8,Asia,Environment,0.53,1,Tablet,Auto,Newsletter Promo,0.22,27,0.63,2,55,Mobile App,Credit Card,No,Cancelled,741
Digital,Monthly,Yes,4.99,23,0,Yes,0.92,16.3,North America,Politics,0.97,0,Mobile,Manual,Newsletter Promo,0.19,-94,0.11,1,26,Referral,PayPal,Yes,Active,1258
Digital+Print,Monthly,Yes,3.47,19,2,No,0.9,9.81,Asia,Technology,0.43,1,Mobile,Auto,Retention Offer,0.57,73,-0.29,5,50,Mobile App,Credit Card,No,Active,1342
Digital,Monthly,No,2.09,22,0,Yes,0.45,7.09,North America,Environment,0.52,0,Mobile,Auto,,0.06,-1,0.18,2,39,Mobile App,Credit Card,No,Cancelled,984
Digital,Annual,Yes,3.68,17,4,No,0.27,6.49,Asia,Culture,0.66,0,Desktop,Auto,,0.52,60,-0.16,5,34,Mobile App,Credit Card,Yes,Active,644
Digital,Monthly,Yes,2.31,17,1,No,0.39,11.33,Asia,Environment,0.9,1,Tablet,Auto,,0.37,35,0.36,1,40,Referral,Credit Card,No,Active,207
Digital,Monthly,No,1.96,21,0,No,0.39,4.67,North America,Finance,0.59,1,Mobile,Auto,Newsletter Promo,0.44,32,-0.24,2,53,Web,Credit Card,No,Cancelled,1741
Digital,Monthly,Yes,1.27,13,1,No,0.29,9.01,Europe,Politics,0.82,0,Desktop,Manual,,0.1,-40,0.95,4,23,Web,Credit Card,No,Active,897
Espresso,Annual,Yes,0.37,17,2,Yes,0.27,11.33,North America,Politics,0.9,2,Desktop,Auto,,0.43,99,-0.72,3,65,Web,Credit Card,No,Cancelled,1113
Digital+Print,Monthly,Yes,2.42,14,1,No,0.86,15.2,North America,Finance,0.52,1,Tablet,Manual,Newsletter Promo,0.31,3,-0.14,2,56,Web,Credit Card,No,Active,944
Digital,Annual,No,3.24,14,1,No,0.07,12.67,Asia,Culture,0.57,0,Desktop,Auto,,0.19,87,0.12,2,46,Web,Credit Card,Yes,Active,1002
Digital,Monthly,No,2.86,5,2,No,0.68,7.14,Europe,Politics,0.55,0,Tablet,Manual,Newsletter Promo,0.58,51,-0.21,1,44,Mobile App,Credit Card,No,Active,175
Espresso,Monthly,Yes,2.38,26,1,Yes,0.17,14.71,North America,Technology,0.88,0,Mobile,Auto,,0.25,-94,-1.1,4,22,Web,PayPal,No,Active,1817
Digital+Print,Monthly,Yes,1.58,14,2,Yes,0.34,8.8,North America,Finance,0.33,4,Mobile,Auto,Retention Offer,0.38,88,1.0,2,26,Web,Credit Card,No,Cancelled,754
Digital,Monthly,No,3.91,17,1,Yes,0.06,5.06,North America,Finance,0.52,4,Desktop,Auto,,0.34,-18,0.42,4,41,Web,PayPal,No,Cancelled,862
Digital,Monthly,Yes,1.02,3,1,Yes,0.27,9.31,Asia,Technology,0.78,0,Mobile,Auto,Survey,0.1,-6,-0.58,5,36,Referral,Credit Card,No,Cancelled,1435
Digital+Print,Annual,No,4.16,22,1,No,0.77,15.75,North America,Finance,0.7,3,Mobile,Manual,Survey,0.42,63,-0.5,2,50,Mobile App,Credit Card,No,Active,1747
Digital,Monthly,Yes,1.5,7,0,No,0.89,10.66,Others,Culture,0.61,1,Desktop,Auto,Newsletter Promo,0.33,-74,-0.68,4,47,Web,PayPal,Yes,Active,586
Espresso,Monthly,Yes,1.87,14,2,No,0.22,10.05,Others,Politics,0.68,0,Desktop,Manual,Newsletter Promo,0.14,23,-0.02,3,57,Web,Credit Card,No,Active,726
Digital,Monthly,Yes,0.8,2,0,No,0.46,16.55,North America,Culture,0.44,1,Desktop,Manual,Retention Offer,0.2,56,0.79,1,69,Web,Credit Card,No,Active,631
Digital,Annual,No,2.25,29,1,Yes,0.47,4.27,North America,Politics,0.6,0,Mobile,Auto,,0.06,-14,-0.09,4,21,Mobile App,Credit Card,Yes,Active,466
Digital,Annual,Yes,4.46,14,0,No,0.87,4.86,Asia,Politics,0.65,1,Desktop,Auto,,0.42,47,-0.18,1,49,Mobile App,Credit Card,No,Active,118
Digital,Monthly,No,3.77,12,1,Yes,0.76,3.54,North America,Technology,0.93,1,Mobile,Auto,Newsletter Promo,0.19,-31,0.53,2,66,Referral,Credit Card,No,Active,1516
Digital+Print,Annual,Yes,4.47,8,2,No,0.51,11.49,North America,Culture,0.48,0,Mobile,Auto,Retention Offer,0.16,13,0.21,2,18,Mobile App,Credit Card,Yes,Active,1531
Digital,Monthly,Yes,3.78,1,2,No,0.67,10.67,North America,Politics,0.91,0,Desktop,Auto,Survey,0.27,-25,0.02,5,51,Referral,Credit Card,No,Active,378
Digital,Monthly,No,1.34,23,0,No,0.85,16.17,Europe,Finance,0.75,0,Mobile,Manual,,0.27,13,0.42,1,38,Web,PayPal,No,Cancelled,1610
Digital+Print,Annual,No,2.5,7,1,Yes,0.01,10.97,Asia,Finance,0.31,0,Mobile,Auto,Newsletter Promo,0.2,-98,-0.83,3,48,Mobile App,Credit Card,No,Active,1726
Digital+Print,Annual,Yes,1.83,28,2,Yes,0.4,8.38,North America,Politics,0.81,2,Desktop,Auto,Newsletter Promo,0.14,66,0.29,3,31,Mobile App,Credit Card,No,Cancelled,1642
Digital+Print,Monthly,Yes,5.0,29,3,Yes,0.91,10.01,North America,Culture,0.32,0,Mobile,Auto,Newsletter Promo,0.15,-2,0.69,4,43,Web,Debit Card,No,Cancelled,1340
Digital,Monthly,Yes,1.2,19,2,No,0.74,10.47,Others,Culture,1.0,1,Tablet,Auto,,0.17,23,-0.57,3,39,Web,Credit Card,Yes,Cancelled,956
Digital,Monthly,No,4.34,16,1,Yes,0.54,3.31,Asia,Politics,0.91,2,Desktop,Manual,Survey,0.06,-56,-0.13,1,51,Mobile App,Credit Card,Yes,Cancelled,1636
Digital+Print,Annual,Yes,4.34,12,0,No,0.53,20.84,Europe,Finance,0.51,0,Tablet,Manual,,0.24,25,-0.92,2,50,Web,PayPal,No,Active,918
Digital,Monthly,Yes,5.74,0,1,No,0.35,12.08,Asia,Culture,0.48,1,Mobile,Manual,,0.27,-33,-0.16,1,30,Mobile App,Credit Card,No,Active,973
Digital,Monthly,Yes,2.39,1,0,Yes,0.52,10.84,Europe,Finance,0.57,0,Desktop,Manual,,0.41,-70,-0.27,1,49,Mobile App,Debit Card,No,Active,1257
Digital,Monthly,Yes,4.07,29,1,No,0.66,12.46,Asia,Technology,0.55,0,Mobile,Auto,Newsletter Promo,0.24,5,0.91,2,25,Web,Credit Card,No,Active,837
Digital,Monthly,Yes,6.42,14,1,Yes,0.42,12.84,North America,Politics,0.56,2,Desktop,Auto,Newsletter Promo,0.21,-63,-0.18,1,39,Web,Credit Card,No,Active,1712
Digital,Monthly,Yes,2.07,11,2,No,0.71,9.44,North America,Technology,0.52,1,Mobile,Auto,Survey,0.6,33,0.2,3,58,Referral,Credit Card,Yes,Active,1043
Digital+Print,Annual,Yes,0.7,13,3,No,0.86,7.48,Asia,Politics,0.73,1,Mobile,Manual,Newsletter Promo,0.24,-93,0.73,4,37,Web,Credit Card,No,Active,1312
Espresso,Monthly,Yes,0.18,24,0,Yes,0.15,12.4,Europe,Culture,0.41,2,Desktop,Manual,Newsletter Promo,0.25,-73,-1.04,4,38,Web,Debit Card,No,Cancelled,797
Digital,Monthly,Yes,4.07,28,1,No,0.45,11.54,Others,Finance,0.89,0,Mobile,Auto,Survey,0.24,-86,0.12,1,51,Web,PayPal,Yes,Active,1546
Digital,Monthly,No,0.18,1,1,Yes,0.41,6.76,North America,Politics,0.87,0,Mobile,Auto,Retention Offer,0.17,-93,-0.5,2,66,Referral,PayPal,Yes,Cancelled,1787
Digital,Annual,Yes,2.44,17,0,No,0.69,15.68,Others,Culture,0.63,0,Mobile,Auto,,0.3,-47,-0.49,5,47,Mobile App,Credit Card,No,Active,602
Digital+Print,Monthly,Yes,3.66,21,0,Yes,0.25,11.17,Others,Politics,0.9,1,Desktop,Manual,Survey,0.23,33,-0.38,1,23,Web,PayPal,No,Active,1313
Digital+Print,Monthly,Yes,3.28,6,0,No,0.64,12.92,North America,Finance,0.47,1,Mobile,Auto,,0.26,-72,-0.19,1,52,Web,PayPal,No,Active,1739
Digital,Annual,No,3.64,28,2,No,0.88,15.57,Asia,Finance,0.31,1,Mobile,Manual,Retention Offer,0.11,14,-0.46,5,44,Web,Credit Card,No,Active,125
Digital+Print,Annual,No,3.33,22,1,No,0.42,10.09,Europe,Politics,0.73,1,Mobile,Auto,Newsletter Promo,0.35,-67,-0.16,4,37,Web,PayPal,No,Active,888
Digital,Annual,Yes,4.92,28,1,No,0.91,11.27,Others,Environment,0.62,0,Desktop,Auto,Retention Offer,0.1,-94,0.53,4,66,Mobile App,PayPal,No,Active,30
Digital,Annual,No,1.57,24,4,Yes,0.99,13.24,Europe,Culture,0.7,1,Desktop,Manual,Newsletter Promo,0.25,-61,0.29,5,55,Web,PayPal,No,Cancelled,1062
Digital+Print,Monthly,Yes,1.98,5,3,No,0.11,7.1,Asia,Politics,0.93,2,Mobile,Auto,,0.49,-27,1.41,2,57,Mobile App,Credit Card,No,Cancelled,637
Digital+Print,Annual,No,1.84,13,0,No,0.23,10.22,Europe,Technology,0.98,0,Mobile,Manual,Newsletter Promo,0.73,40,0.14,1,31,Mobile App,Debit Card,No,Active,420
Digital,Monthly,No,4.25,7,1,No,0.95,10.5,North America,Finance,0.74,3,Mobile,Manual,Newsletter Promo,0.34,-39,0.35,3,27,Web,Credit Card,No,Active,203
Digital,Annual,No,4.35,26,1,No,0.96,6.18,North America,Environment,0.83,1,Mobile,Auto,,0.02,-15,0.68,4,69,Referral,PayPal,No,Active,273
Digital,Annual,No,3.68,21,1,Yes,0.1,19.27,Europe,Finance,0.36,1,Mobile,Manual,,0.37,15,-0.54,4,59,Web,Credit Card,No,Active,121
Digital,Annual,Yes,4.78,1,0,Yes,0.01,4.37,Asia,Technology,0.41,0,Mobile,Auto,,0.57,-36,0.67,4,32,Web,Debit Card,Yes,Active,1711
Digital,Monthly,No,1.23,16,2,No,0.16,4.81,Europe,Finance,0.81,1,Desktop,Auto,Newsletter Promo,0.4,-60,-0.44,2,57,Mobile App,Credit Card,No,Cancelled,1660
Digital,Monthly,Yes,5.5,4,1,Yes,1.0,15.26,Europe,Finance,0.6,3,Tablet,Manual,,0.45,22,0.26,5,60,Web,Credit Card,No,Active,750
Digital+Print,Monthly,Yes,5.28,13,1,No,0.18,12.85,North America,Finance,0.61,0,Mobile,Auto,,0.16,69,0.51,2,65,Web,Credit Card,Yes,Active,74
Digital,Annual,Yes,4.1,24,1,No,0.5,5.9,Europe,Politics,0.52,0,Desktop,Auto,Newsletter Promo,0.25,15,-0.92,4,20,Web,Credit Card,No,Active,314
Digital,Annual,Yes,5.67,23,1,Yes,0.85,12.43,North America,Culture,0.73,0,Desktop,Manual,Newsletter Promo,0.25,-35,-0.16,1,32,Web,Debit Card,No,Active,381
Digital+Print,Monthly,Yes,0.52,29,1,No,0.02,15.87,Asia,Finance,0.43,2,Desktop,Auto,Newsletter Promo,0.25,15,-0.01,4,62,Referral,Debit Card,No,Cancelled,633
Digital,Monthly,Yes,2.21,28,0,Yes,0.6,9.88,Others,Environment,0.74,2,Desktop,Manual,,0.29,38,-0.53,1,48,Web,Credit Card,No,Active,981
Digital+Print,Monthly,No,1.9,19,1,Yes,0.28,20.4,Europe,Politics,0.42,0,Mobile,Manual,Newsletter Promo,0.06,0,0.19,1,28,Web,Credit Card,No,Cancelled,1163
Digital+Print,Annual,Yes,4.08,20,0,No,0.86,3.1,North America,Technology,0.34,1,Mobile,Auto,Survey,0.42,-51,0.87,4,63,Mobile App,Credit Card,Yes,Active,130
Digital+Print,Annual,Yes,1.42,28,1,Yes,0.28,12.78,North America,Environment,0.53,1,Desktop,Auto,,0.49,-30,-0.46,4,56,Web,Credit Card,Yes,Cancelled,416
Digital,Monthly,Yes,4.14,20,0,Yes,0.69,14.67,Europe,Technology,0.46,0,Mobile,Auto,Survey,0.09,62,0.62,1,36,Referral,PayPal,No,Active,548
Digital,Monthly,Yes,5.06,21,4,No,0.67,13.57,Europe,Culture,0.92,2,Mobile,Auto,Retention Offer,0.22,-21,0.27,2,32,Web,PayPal,No,Active,1775
Espresso,Annual,Yes,4.04,2,0,Yes,0.22,9.18,Asia,Culture,0.34,1,Mobile,Manual,Newsletter Promo,0.37,-22,-0.65,2,55,Web,Credit Card,Yes,Active,1600
Digital+Print,Annual,Yes,3.43,4,3,No,0.03,8.84,North America,Finance,0.42,0,Mobile,Manual,Retention Offer,0.11,-81,-0.18,2,37,Web,Credit Card,No,Active,842
Digital+Print,Monthly,Yes,1.52,15,0,Yes,0.41,11.78,Asia,Technology,0.68,1,Desktop,Auto,Newsletter Promo,0.07,55,0.15,3,39,Web,PayPal,No,Cancelled,1573
Espresso,Monthly,Yes,1.73,17,3,Yes,0.29,13.26,Europe,Politics,0.64,1,Mobile,Auto,,0.32,22,0.82,1,24,Web,Credit Card,Yes,Cancelled,215
Espresso,Monthly,No,4.87,25,0,No,0.81,12.41,North America,Finance,0.33,0,Mobile,Manual,Retention Offer,0.25,-64,0.43,3,31,Web,Credit Card,No,Cancelled,253
Digital+Print,Monthly,Yes,4.17,16,0,No,0.8,14.16,Europe,Politics,0.31,1,Mobile,Auto,Newsletter Promo,0.48,-98,-0.32,3,21,Mobile App,Credit Card,Yes,Active,1311
Digital,Monthly,No,2.94,10,1,Yes,0.46,5.92,North America,Technology,0.99,3,Mobile,Manual,Retention Offer,0.16,-8,0.22,1,26,Web,Credit Card,Yes,Active,496
Espresso,Monthly,Yes,2.37,16,0,No,0.61,9.09,Europe,Finance,0.76,0,Tablet,Manual,Newsletter Promo,0.29,86,-1.38,3,56,Web,Credit Card,No,Active,1710
Digital+Print,Annual,Yes,0.0,15,1,No,0.6,6.24,Asia,Finance,0.56,2,Mobile,Auto,,0.31,0,0.48,1,42,Web,Debit Card,No,Active,828
Espresso,Monthly,No,1.39,25,1,No,0.83,8.46,Europe,Politics,0.63,2,Tablet,Auto,,0.17,54,-0.36,5,64,Mobile App,Credit Card,No,Cancelled,901
Digital,Annual,No,5.87,22,4,No,0.43,14.06,Asia,Environment,0.49,1,Desktop,Manual,,0.32,-69,-0.5,5,52,Web,PayPal,No,Cancelled,1825
Digital,Monthly,No,1.08,1,0,No,0.28,10.43,Europe,Politics,0.54,0,Desktop,Auto,Newsletter Promo,0.2,-53,-0.13,1,54,Web,Credit Card,No,Cancelled,726
Digital+Print,Monthly,Yes,3.28,3,0,No,0.27,20.43,North America,Politics,0.75,1,Mobile,Auto,Survey,0.33,-55,-0.6,1,66,Mobile App,PayPal,No,Active,1048
Digital,Monthly,Yes,4.51,20,2,No,0.54,10.77,Europe,Politics,0.92,0,Mobile,Manual,,0.36,13,-0.07,1,44,Web,Credit Card,No,Active,447
Digital,Monthly,Yes,1.12,6,1,Yes,0.45,10.24,Europe,Environment,0.43,0,Desktop,Manual,Newsletter Promo,0.15,-6,0.55,2,45,Web,Credit Card,No,Cancelled,91
Digital,Annual,Yes,3.28,1,2,No,0.44,10.42,North America,Environment,0.89,1,Desktop,Auto,Newsletter Promo,0.41,-54,-0.96,1,41,Web,Credit Card,Yes,Active,1278
Digital,Annual,Yes,4.41,29,1,No,0.09,7.45,North America,Technology,0.39,1,Mobile,Auto,Survey,0.12,-61,-0.01,4,50,Web,PayPal,No,Active,817
Espresso,Monthly,Yes,3.02,5,1,No,0.72,9.77,Europe,Culture,0.45,1,Mobile,Auto,,0.25,30,-0.05,5,50,Mobile App,PayPal,No,Active,1225
