customer_id,subscription_type,plan_type,auto_renew,avg_articles_per_week,days_since_last_login,support_tickets_last_90d,discount_used_last_renewal,email_open_rate,time_spent_per_session_mins,region,most_read_category,completion_rate,article_skips_per_week,primary_device,previous_renewal_status,last_campaign_engaged,campaign_ctr,nps_score,sentiment_score,subscription_start_date,subscription_end_date,csat_score,customer_age,gender,signup_source,payment_method,downgrade_history,subscription_status
331,Digital,Monthly,No,4.02,13,0,No,0.05,10.64,North America,Culture,0.59,0,Desktop,Auto,Retention Offer,0.48,26,0.46,2024-11-27 05:54:16.426832,2025-11-27 05:54:16.426832,5,50,Male,Web,PayPal,No,Active
332,Digital+Print,Annual,No,2.55,24,2,No,0.88,12.65,Europe,Culture,0.91,0,Mobile,Manual,Retention Offer,0.47,-45,-0.05,2024-10-09 05:54:16.426836,2025-10-09 05:54:16.426836,3,27,Female,Web,Debit Card,Yes,Active
333,Digital,Monthly,Yes,2.51,1,2,No,0.86,5.84,Asia,Culture,0.67,1,Mobile,Auto,Newsletter Promo,0.21,54,-0.24,2024-06-12 05:54:16.426841,2025-06-12 05:54:16.426841,2,28,Male,Mobile App,Credit Card,Yes,Active
334,Digital+Print,Annual,Yes,4.1,15,2,Yes,0.44,16.75,North America,Technology,0.53,1,Mobile,Manual,Newsletter Promo,0.04,-28,0.08,2024-01-21 05:54:16.426845,2025-01-20 05:54:16.426845,5,24,Female,Web,Credit Card,No,Active
335,Digital,Annual,No,3.5,2,0,Yes,0.59,10.98,Europe,Politics,0.45,0,Desktop,Auto,Newsletter Promo,0.33,62,0.27,2025-04-18 05:54:16.426849,2026-04-18 05:54:16.426849,5,35,Other,Mobile App,Credit Card,Yes,Active
336,Digital,Monthly,Yes,3.47,25,1,No,0.98,12.91,Asia,Finance,0.86,1,Mobile,Auto,Retention Offer,0.16,82,0.39,2023-09-27 05:54:16.426853,2024-09-26 05:54:16.426853,4,36,Male,Web,Credit Card,No,Active
337,Digital+Print,Monthly,Yes,3.7,7,2,No,0.53,7.49,North America,Finance,0.74,0,Tablet,Auto,None,0.44,36,-0.21,2024-09-14 05:54:16.426858,2025-09-14 05:54:16.426858,4,31,Other,Web,Credit Card,Yes,Active
338,Digital,Monthly,Yes,0.7,5,1,No,0.91,15.15,Asia,Culture,0.63,1,Mobile,Auto,Newsletter Promo,0.32,-83,-0.48,2023-08-05 05:54:16.426862,2024-08-04 05:54:16.426862,4,34,Male,Web,Credit Card,No,Active
339,Digital,Monthly,No,4.14,15,2,Yes,0.08,8.97,Europe,Culture,0.45,4,Mobile,Manual,None,0.54,-57,-0.39,2024-05-31 05:54:16.426866,2025-05-31 05:54:16.426866,3,40,Male,Mobile App,Credit Card,No,Active
340,Digital+Print,Monthly,Yes,3.92,23,0,No,0.19,11.11,Others,Environment,0.53,1,Desktop,Auto,Retention Offer,0.36,48,0.06,2024-01-16 05:54:16.426870,2025-01-15 05:54:16.426870,2,36,Female,Web,Credit Card,No,Active
341,Digital,Monthly,Yes,1.47,15,1,No,0.44,6.27,North America,Politics,0.97,0,Mobile,Manual,None,0.28,-45,-0.53,2025-04-14 05:54:16.426875,2026-04-14 05:54:16.426875,3,62,Female,Web,PayPal,Yes,Active
342,Digital,Monthly,No,2.63,6,0,Yes,0.58,6.01,North America,Culture,0.66,0,Mobile,Auto,Survey,0.11,75,0.47,2025-03-03 05:54:16.426879,2026-03-03 05:54:16.426879,1,20,Female,Web,Debit Card,Yes,Active
343,Digital+Print,Annual,No,2.94,29,0,No,0.82,12.75,Europe,Environment,0.58,0,Mobile,Auto,None,0.2,-1,-0.52,2024-06-03 05:54:16.426883,2025-06-03 05:54:16.426883,5,51,Male,Mobile App,Credit Card,No,Active
344,Digital+Print,Annual,Yes,2.8,12,1,No,0.99,8.23,North America,Culture,0.66,1,Mobile,Auto,None,0.38,-100,-0.78,2025-02-24 05:54:16.426887,2026-02-24 05:54:16.426887,5,42,Female,Web,PayPal,No,Active
345,Digital+Print,Annual,Yes,3.5,12,0,Yes,0.39,6.58,Others,Politics,0.85,1,Tablet,Auto,Survey,0.37,54,0.08,2024-09-11 05:54:16.426891,2025-09-11 05:54:16.426891,5,58,Female,Mobile App,Credit Card,No,Active
346,Digital+Print,Monthly,Yes,5.15,4,0,Yes,0.05,7.43,North America,Politics,0.54,2,Desktop,Auto,Newsletter Promo,0.23,-56,-0.14,2025-04-18 05:54:16.426896,2026-04-18 05:54:16.426896,4,48,Male,Referral,Credit Card,No,Active
347,Digital+Print,Monthly,Yes,4.62,24,0,No,0.8,12.8,Asia,Politics,0.43,1,Mobile,Auto,Survey,0.17,-38,0.24,2023-08-05 05:54:16.426899,2024-08-04 05:54:16.426899,5,56,Female,Web,Credit Card,No,Active
348,Digital+Print,Monthly,Yes,1.03,19,0,No,0.6,7.48,Europe,Technology,0.71,0,Desktop,Manual,None,0.56,-43,-0.25,2024-09-17 05:54:16.426904,2025-09-17 05:54:16.426904,4,31,Other,Web,Credit Card,No,Cancelled
349,Digital,Annual,Yes,3.93,21,1,No,0.2,9.53,North America,Technology,0.77,2,Mobile,Auto,None,0.06,67,0.2,2023-04-23 05:54:16.426909,2024-04-22 05:54:16.426909,1,54,Male,Mobile App,Credit Card,No,Active
350,Digital,Monthly,No,4.99,17,0,No,0.49,10.06,North America,Environment,0.8,0,Desktop,Auto,Newsletter Promo,0.09,-38,0.5,2023-08-01 05:54:16.426913,2024-07-31 05:54:16.426913,3,69,Female,Web,Credit Card,No,Cancelled
351,Digital,Annual,Yes,3.58,14,0,Yes,0.74,2.33,Europe,Finance,0.92,0,Tablet,Manual,None,0.22,-63,-0.31,2023-07-09 05:54:16.426917,2024-07-08 05:54:16.426917,3,64,Female,Mobile App,Debit Card,No,Active
352,Espresso,Monthly,Yes,4.64,17,2,No,0.77,4.12,Europe,Finance,0.56,2,Desktop,Auto,None,0.68,-72,0.26,2023-04-20 05:54:16.426922,2024-04-19 05:54:16.426922,3,37,Female,Web,Credit Card,Yes,Active
353,Digital,Monthly,Yes,6.02,1,1,Yes,0.5,11.35,North America,Technology,0.35,2,Mobile,Auto,None,0.41,-61,0.9,2023-11-04 05:54:16.426926,2024-11-03 05:54:16.426926,4,49,Male,Web,PayPal,No,Active
354,Digital+Print,Annual,Yes,4.54,9,0,Yes,0.31,7.05,Others,Culture,0.97,3,Mobile,Auto,None,0.39,46,0.39,2023-12-10 05:54:16.426931,2024-12-09 05:54:16.426931,2,50,Female,Referral,PayPal,No,Active
355,Digital,Monthly,Yes,3.37,22,0,No,0.97,14.23,North America,Environment,0.6,2,Mobile,Auto,Retention Offer,0.41,-13,-0.4,2023-11-24 05:54:16.426935,2024-11-23 05:54:16.426935,2,69,Other,Web,Credit Card,Yes,Active
356,Digital+Print,Annual,No,4.57,12,0,No,0.66,13.87,Europe,Culture,0.74,0,Desktop,Auto,Newsletter Promo,0.73,-45,0.17,2025-03-06 05:54:16.426940,2026-03-06 05:54:16.426940,1,48,Male,Web,Credit Card,No,Active
357,Digital,Annual,Yes,3.22,17,2,No,0.41,12.88,Europe,Finance,0.77,1,Desktop,Auto,Newsletter Promo,0.35,-57,-0.65,2023-06-01 05:54:16.426944,2024-05-31 05:54:16.426944,2,24,Female,Mobile App,Credit Card,No,Active
358,Digital,Monthly,No,3.04,14,1,Yes,0.28,17.28,North America,Technology,0.68,1,Mobile,Manual,Newsletter Promo,0.09,92,-0.58,2023-05-11 05:54:16.426948,2024-05-10 05:54:16.426948,1,22,Female,Referral,Credit Card,No,Active
359,Espresso,Monthly,Yes,2.47,11,1,Yes,0.73,9.67,Others,Culture,0.44,0,Tablet,Manual,Retention Offer,0.49,-1,0.75,2023-03-24 05:54:16.426952,2024-03-23 05:54:16.426952,5,21,Male,Web,Credit Card,Yes,Active
360,Digital+Print,Monthly,No,5.35,14,0,No,0.24,12.6,North America,Finance,0.83,0,Mobile,Auto,Retention Offer,0.09,40,0.2,2024-11-23 05:54:16.426957,2025-11-23 05:54:16.426957,3,28,Male,Referral,Credit Card,No,Active
361,Espresso,Annual,No,1.77,12,1,Yes,0.17,7.66,North America,Politics,0.86,0,Mobile,Manual,Newsletter Promo,0.07,57,0.77,2023-07-28 05:54:16.426961,2024-07-27 05:54:16.426961,4,36,Female,Mobile App,Credit Card,No,Cancelled
362,Digital,Monthly,Yes,5.3,17,1,No,0.53,19.81,North America,Politics,0.69,0,Mobile,Auto,None,0.35,-52,0.21,2023-10-07 05:54:16.426965,2024-10-06 05:54:16.426965,1,55,Male,Referral,Credit Card,No,Active
363,Digital,Monthly,No,3.75,14,2,Yes,0.29,17.93,Europe,Politics,0.64,1,Mobile,Auto,Retention Offer,0.09,14,-0.27,2024-03-20 05:54:16.426969,2025-03-20 05:54:16.426969,4,37,Male,Mobile App,Credit Card,No,Active
364,Digital,Monthly,Yes,0.9,24,1,No,0.63,10.05,Europe,Technology,0.38,2,Mobile,Auto,Survey,0.15,-26,0.02,2024-03-26 05:54:16.426974,2025-03-26 05:54:16.426974,4,44,Female,Mobile App,Credit Card,No,Cancelled
365,Digital,Annual,Yes,3.55,22,1,No,0.12,11.55,Europe,Politics,0.36,1,Desktop,Auto,None,0.59,90,0.13,2023-05-23 05:54:16.426978,2024-05-22 05:54:16.426978,3,46,Female,Mobile App,Debit Card,No,Active
366,Digital,Monthly,No,0.0,10,2,Yes,0.65,15.44,North America,Politics,0.54,1,Mobile,Auto,None,0.41,98,1.11,2022-10-13 05:54:16.426982,2023-10-13 05:54:16.426982,5,35,Male,Web,Credit Card,No,Cancelled
367,Digital+Print,Annual,No,3.94,18,3,No,0.28,9.41,North America,Politics,0.52,0,Mobile,Auto,Retention Offer,0.05,62,0.35,2022-10-08 05:54:16.426986,2023-10-08 05:54:16.426986,5,54,Female,Referral,PayPal,No,Cancelled
368,Digital,Annual,Yes,4.33,2,2,No,0.0,7.37,Asia,Technology,0.97,0,Desktop,Manual,None,0.14,38,-0.37,2024-03-22 05:54:16.426991,2025-03-22 05:54:16.426991,2,69,Female,Web,Debit Card,No,Active
369,Digital,Monthly,Yes,2.11,6,1,No,0.13,13.5,North America,Finance,0.85,0,Mobile,Manual,None,0.27,-52,-0.1,2022-11-11 05:54:16.426995,2023-11-11 05:54:16.426995,5,64,Male,Web,Credit Card,No,Active
370,Digital+Print,Monthly,Yes,3.19,20,2,No,0.93,10.31,Asia,Technology,0.76,1,Desktop,Auto,Survey,0.14,6,0.24,2023-09-19 05:54:16.426999,2024-09-18 05:54:16.426999,3,42,Female,Mobile App,Credit Card,No,Active
371,Digital+Print,Annual,Yes,5.93,25,1,No,0.87,10.73,North America,Politics,0.66,4,Mobile,Manual,None,0.34,10,-0.54,2025-01-30 05:54:16.427003,2026-01-30 05:54:16.427003,4,37,Female,Web,Credit Card,Yes,Active
372,Digital+Print,Monthly,Yes,2.24,13,0,Yes,0.23,6.66,Asia,Politics,0.42,1,Desktop,Manual,None,0.29,14,-0.01,2022-12-15 05:54:16.427007,2023-12-15 05:54:16.427007,1,23,Male,Mobile App,Debit Card,No,Active
373,Digital,Annual,Yes,1.41,13,0,No,0.78,3.13,North America,Finance,0.98,3,Tablet,Auto,None,0.27,67,-0.1,2023-09-14 05:54:16.427011,2024-09-13 05:54:16.427011,1,53,Female,Mobile App,PayPal,No,Active
374,Digital+Print,Monthly,Yes,5.22,21,1,No,0.61,10.94,Europe,Finance,0.56,1,Mobile,Auto,Retention Offer,0.34,-80,0.24,2024-10-25 05:54:16.427016,2025-10-25 05:54:16.427016,5,66,Female,Web,Credit Card,No,Active
375,Digital,Monthly,Yes,5.94,12,0,Yes,0.97,13.62,North America,Politics,0.37,0,Desktop,Auto,Retention Offer,0.16,-54,-0.05,2023-01-12 05:54:16.427021,2024-01-12 05:54:16.427021,2,32,Male,Web,PayPal,No,Active
376,Digital,Annual,No,3.01,11,1,No,0.37,9.1,North America,Politics,0.65,1,Desktop,Auto,None,0.19,-98,-0.7,2023-03-11 05:54:16.427025,2024-03-10 05:54:16.427025,1,35,Male,Mobile App,Credit Card,No,Active
377,Espresso,Monthly,Yes,4.52,23,0,No,0.68,15.75,North America,Culture,0.91,1,Desktop,Auto,Retention Offer,0.33,57,-0.02,2022-11-16 05:54:16.427029,2023-11-16 05:54:16.427029,2,55,Male,Mobile App,Credit Card,No,Active
378,Digital,Monthly,Yes,5.01,8,1,Yes,0.06,7.18,North America,Technology,0.92,2,Mobile,Auto,Retention Offer,0.73,26,0.38,2025-02-09 05:54:16.427033,2026-02-09 05:54:16.427033,1,42,Male,Mobile App,PayPal,No,Active
379,Digital,Monthly,Yes,1.89,0,3,Yes,0.4,5.78,North America,Politics,0.31,2,Mobile,Auto,None,0.47,-34,0.72,2024-12-05 05:54:16.427037,2025-12-05 05:54:16.427037,2,37,Male,Web,PayPal,Yes,Cancelled
380,Digital+Print,Monthly,Yes,2.27,18,3,Yes,0.96,9.73,Europe,Politics,0.92,1,Desktop,Auto,Newsletter Promo,0.33,-39,0.48,2023-07-28 05:54:16.427042,2024-07-27 05:54:16.427042,2,39,Male,Referral,Credit Card,No,Cancelled
381,Digital+Print,Monthly,Yes,4.85,10,2,Yes,0.54,9.67,Europe,Environment,0.49,0,Desktop,Auto,None,0.17,64,-0.8,2025-04-15 05:54:16.427046,2026-04-15 05:54:16.427046,4,68,Female,Web,PayPal,No,Active
382,Digital+Print,Monthly,Yes,5.53,22,1,No,0.29,13.08,Asia,Technology,0.33,1,Mobile,Auto,Survey,0.41,49,-0.67,2023-08-07 05:54:16.427050,2024-08-06 05:54:16.427050,3,29,Male,Web,Credit Card,No,Active
383,Digital,Annual,Yes,3.84,21,1,Yes,0.12,6.9,Europe,Finance,0.89,2,Mobile,Auto,Newsletter Promo,0.15,-70,-0.53,2025-04-27 05:54:16.427054,2026-04-27 05:54:16.427054,1,58,Female,Web,PayPal,No,Active
384,Digital+Print,Monthly,Yes,1.68,22,1,No,0.7,15.47,Europe,Technology,0.9,0,Mobile,Auto,Newsletter Promo,0.09,-55,0.75,2023-11-30 05:54:16.427058,2024-11-29 05:54:16.427058,5,57,Female,Web,Credit Card,No,Cancelled
385,Digital,Monthly,Yes,5.98,23,1,Yes,0.64,17.87,Europe,Culture,0.72,1,Mobile,Auto,Retention Offer,0.07,-56,0.25,2023-04-04 05:54:16.427063,2024-04-03 05:54:16.427063,3,64,Female,Mobile App,PayPal,No,Active
386,Digital,Monthly,Yes,2.2,21,1,No,0.37,9.84,Europe,Culture,0.7,1,Mobile,Manual,Retention Offer,0.31,-87,1.32,2025-02-22 05:54:16.427067,2026-02-22 05:54:16.427067,4,50,Female,Mobile App,PayPal,No,Active
387,Digital+Print,Annual,Yes,2.5,18,2,Yes,0.95,15.0,Europe,Finance,0.87,1,Mobile,Auto,Retention Offer,0.64,20,0.64,2024-08-26 05:54:16.427071,2025-08-26 05:54:16.427071,4,46,Female,Mobile App,Credit Card,No,Active
388,Digital+Print,Monthly,Yes,3.51,17,0,Yes,0.02,5.77,Asia,Finance,0.85,0,Mobile,Auto,Retention Offer,0.25,39,0.05,2023-09-05 05:54:16.427075,2024-09-04 05:54:16.427075,4,19,Female,Mobile App,Debit Card,No,Active
389,Digital,Annual,Yes,5.33,11,0,Yes,0.3,14.3,North America,Politics,0.92,0,Mobile,Auto,Newsletter Promo,0.21,18,-0.23,2024-02-24 05:54:16.427079,2025-02-23 05:54:16.427079,5,43,Female,Web,Credit Card,No,Active
390,Digital,Monthly,Yes,4.28,22,2,No,0.92,14.19,North America,Environment,0.69,0,Tablet,Manual,Newsletter Promo,0.34,90,0.19,2023-06-09 05:54:16.427083,2024-06-08 05:54:16.427083,1,49,Male,Mobile App,Credit Card,No,Active
391,Digital,Monthly,Yes,3.62,27,0,No,0.32,13.45,Europe,Technology,0.98,0,Mobile,Manual,None,0.16,-24,0.42,2023-10-05 05:54:16.427088,2024-10-04 05:54:16.427088,1,20,Male,Web,Credit Card,Yes,Active
392,Digital+Print,Monthly,No,3.69,27,3,Yes,0.25,9.94,North America,Politics,1.0,0,Mobile,Auto,None,0.07,-13,0.61,2024-09-09 05:54:16.427092,2025-09-09 05:54:16.427092,2,47,Female,Mobile App,Credit Card,No,Cancelled
393,Digital+Print,Monthly,Yes,3.07,27,0,Yes,0.53,-1.82,Asia,Environment,0.38,2,Mobile,Auto,None,0.07,65,-0.14,2024-02-18 05:54:16.427096,2025-02-17 05:54:16.427096,2,36,Female,Web,Credit Card,No,Active
394,Digital,Monthly,No,3.84,26,0,No,0.82,7.43,Asia,Environment,0.89,3,Tablet,Auto,None,0.26,16,1.1,2024-05-11 05:54:16.427101,2025-05-11 05:54:16.427101,2,27,Male,Web,PayPal,No,Cancelled
395,Digital,Monthly,Yes,0.0,0,0,Yes,0.1,7.5,North America,Environment,0.65,1,Desktop,Auto,Retention Offer,0.63,74,-0.02,2023-06-11 05:54:16.427105,2024-06-10 05:54:16.427105,5,42,Male,Web,PayPal,Yes,Cancelled
396,Digital,Annual,Yes,2.56,18,0,Yes,0.94,6.09,North America,Culture,0.57,0,Desktop,Manual,None,0.28,23,0.59,2023-06-20 05:54:16.427109,2024-06-19 05:54:16.427109,3,63,Female,Mobile App,Credit Card,No,Active
397,Digital,Monthly,No,3.36,27,0,No,0.8,10.49,Europe,Environment,0.73,2,Mobile,Auto,Newsletter Promo,0.18,-47,0.17,2024-04-11 05:54:16.427114,2025-04-11 05:54:16.427114,1,36,Male,Mobile App,PayPal,No,Cancelled
398,Digital,Monthly,No,1.27,26,0,Yes,0.18,8.32,Europe,Politics,0.34,1,Desktop,Auto,Retention Offer,0.38,82,-0.18,2023-05-20 05:54:16.427118,2024-05-19 05:54:16.427118,2,60,Female,Referral,PayPal,No,Cancelled
399,Digital,Monthly,Yes,3.58,19,1,No,0.71,6.7,North America,Culture,0.65,0,Mobile,Auto,None,0.11,-53,-0.98,2025-02-28 05:54:16.427122,2026-02-28 05:54:16.427122,5,38,Female,Web,PayPal,No,Active
400,Digital+Print,Annual,Yes,2.69,28,2,No,0.38,5.76,Asia,Culture,0.91,0,Mobile,Auto,Newsletter Promo,0.48,99,-0.62,2022-10-16 05:54:16.427126,2023-10-16 05:54:16.427126,5,23,Male,Referral,Debit Card,Yes,Active
401,Digital,Monthly,Yes,5.63,29,0,No,0.4,7.14,Europe,Politics,0.45,3,Desktop,Manual,Newsletter Promo,0.38,0,0.59,2024-01-15 05:54:16.427131,2025-01-14 05:54:16.427131,2,68,Male,Web,Credit Card,No,Active
402,Espresso,Monthly,No,5.36,16,1,No,0.78,14.49,North America,Politics,0.6,1,Desktop,Auto,None,0.34,-86,0.38,2024-03-14 05:54:16.427137,2025-03-14 05:54:16.427137,4,31,Male,Mobile App,PayPal,No,Cancelled
403,Digital+Print,Monthly,Yes,2.3,4,1,Yes,0.96,7.36,North America,Environment,0.96,0,Desktop,Manual,Survey,0.41,98,0.3,2025-02-05 05:54:16.427141,2026-02-05 05:54:16.427141,4,25,Male,Web,Credit Card,No,Active
404,Digital,Annual,Yes,2.77,25,1,No,0.13,7.94,Asia,Politics,0.6,1,Desktop,Auto,Newsletter Promo,0.17,12,0.78,2025-02-14 05:54:16.427146,2026-02-14 05:54:16.427146,4,19,Female,Web,PayPal,No,Active
405,Digital+Print,Monthly,Yes,2.89,2,0,Yes,0.42,8.17,North America,Culture,0.55,0,Tablet,Auto,Newsletter Promo,0.23,-85,-0.49,2024-06-22 05:54:16.427150,2025-06-22 05:54:16.427150,2,35,Female,Mobile App,PayPal,No,Active
406,Digital,Monthly,Yes,2.32,1,1,Yes,0.48,11.36,Asia,Politics,0.61,1,Mobile,Auto,None,0.21,70,-0.24,2024-01-31 05:54:16.427154,2025-01-30 05:54:16.427154,5,39,Other,Mobile App,Credit Card,No,Active
407,Espresso,Annual,Yes,3.29,2,5,Yes,0.38,11.82,Europe,Politics,0.66,0,Mobile,Auto,None,0.53,34,-0.2,2025-04-03 05:54:16.427158,2026-04-03 05:54:16.427158,5,47,Female,Mobile App,Debit Card,No,Active
408,Espresso,Annual,No,1.86,7,2,No,0.36,-2.18,Europe,Finance,0.74,0,Mobile,Auto,Retention Offer,0.33,-58,-0.67,2024-02-28 05:54:16.427163,2025-02-27 05:54:16.427163,1,53,Female,Web,PayPal,No,Active
409,Digital,Monthly,Yes,1.3,15,0,Yes,0.05,14.09,Asia,Politics,0.86,0,Desktop,Auto,None,0.16,-73,-0.4,2024-04-17 05:54:16.427167,2025-04-17 05:54:16.427167,4,45,Female,Mobile App,Debit Card,No,Cancelled
410,Digital+Print,Annual,Yes,3.93,5,3,No,0.69,15.75,Asia,Technology,0.62,0,Mobile,Manual,Survey,0.05,-35,-0.54,2024-08-29 05:54:16.427171,2025-08-29 05:54:16.427171,2,52,Female,Web,Credit Card,No,Active
411,Digital,Monthly,Yes,3.94,12,0,No,0.44,5.8,North America,Technology,0.87,0,Desktop,Auto,Newsletter Promo,0.23,-3,-0.78,2023-01-15 05:54:16.427176,2024-01-15 05:54:16.427176,1,19,Female,Web,PayPal,No,Active
412,Digital+Print,Monthly,No,1.79,29,0,No,0.19,6.11,North America,Politics,0.67,1,Mobile,Auto,Survey,0.36,-41,-0.45,2023-08-10 05:54:16.427180,2024-08-09 05:54:16.427180,5,53,Female,Mobile App,PayPal,Yes,Cancelled
413,Digital+Print,Monthly,Yes,4.34,22,2,No,0.82,8.2,Asia,Politics,0.54,1,Mobile,Auto,Survey,0.4,27,-0.03,2024-06-10 05:54:16.427184,2025-06-10 05:54:16.427184,1,35,Female,Mobile App,Credit Card,No,Active
414,Digital,Monthly,No,2.05,27,0,Yes,0.8,6.98,Europe,Finance,0.76,1,Mobile,Auto,Newsletter Promo,0.37,30,0.89,2024-10-31 05:54:16.427188,2025-10-31 05:54:16.427188,4,60,Male,Referral,PayPal,No,Cancelled
415,Digital+Print,Monthly,Yes,3.38,21,1,No,0.49,10.9,North America,Politics,0.8,0,Mobile,Manual,None,0.33,28,-0.51,2023-03-17 05:54:16.427193,2024-03-16 05:54:16.427193,3,26,Male,Web,PayPal,Yes,Active
416,Digital,Annual,Yes,4.23,21,2,Yes,0.3,2.21,Others,Culture,0.69,1,Desktop,Auto,Newsletter Promo,0.3,58,0.54,2023-08-12 05:54:16.427197,2024-08-11 05:54:16.427197,4,45,Female,Referral,PayPal,Yes,Active
417,Digital,Monthly,Yes,2.95,15,1,No,0.64,5.53,North America,Finance,0.34,0,Mobile,Manual,None,0.34,-45,0.11,2024-08-06 05:54:16.427201,2025-08-06 05:54:16.427201,4,25,Female,Mobile App,Credit Card,No,Active
418,Digital+Print,Monthly,No,3.68,27,1,No,0.29,16.16,North America,Politics,0.42,0,Mobile,Auto,None,0.25,-17,0.22,2023-10-27 05:54:16.427206,2024-10-26 05:54:16.427206,2,25,Female,Mobile App,PayPal,No,Cancelled
419,Digital,Monthly,No,2.23,15,1,Yes,0.24,6.29,North America,Finance,0.5,1,Mobile,Manual,Newsletter Promo,0.45,73,0.07,2024-04-14 05:54:16.427209,2025-04-14 05:54:16.427209,3,22,Female,Web,PayPal,No,Active
420,Digital+Print,Annual,Yes,2.71,2,2,Yes,0.73,14.97,Europe,Politics,0.5,2,Mobile,Manual,None,0.13,-69,-0.93,2025-02-11 05:54:16.427214,2026-02-11 05:54:16.427214,3,30,Female,Mobile App,PayPal,No,Active
421,Digital+Print,Monthly,No,2.69,27,0,No,0.04,11.42,Europe,Politics,0.77,1,Mobile,Manual,None,0.12,-20,-0.53,2023-08-24 05:54:16.427218,2024-08-23 05:54:16.427218,3,24,Male,Mobile App,Credit Card,No,Cancelled
422,Digital+Print,Monthly,No,1.88,12,0,No,0.09,2.76,North America,Politics,0.31,0,Mobile,Auto,Newsletter Promo,0.17,-83,0.29,2023-11-22 05:54:16.427223,2024-11-21 05:54:16.427223,5,38,Male,Web,Credit Card,No,Cancelled
423,Digital+Print,Monthly,Yes,2.73,13,0,No,0.01,12.54,North America,Culture,0.83,0,Desktop,Auto,Retention Offer,0.3,95,0.02,2023-02-05 05:54:16.427227,2024-02-05 05:54:16.427227,1,46,Male,Mobile App,Credit Card,No,Active
424,Digital,Monthly,Yes,0.68,7,1,No,0.15,9.53,North America,Environment,0.49,0,Mobile,Auto,Retention Offer,0.16,-66,-0.82,2025-03-11 05:54:16.427232,2026-03-11 05:54:16.427232,5,54,Male,Web,PayPal,No,Active
425,Digital,Annual,No,2.26,11,3,Yes,0.07,8.18,Europe,Culture,0.52,0,Mobile,Auto,None,0.42,3,-0.11,2024-08-18 05:54:16.427236,2025-08-18 05:54:16.427236,3,62,Female,Mobile App,Credit Card,No,Active
426,Espresso,Annual,Yes,2.57,22,1,Yes,1.0,10.98,North America,Finance,0.67,0,Desktop,Auto,Survey,0.06,-1,0.3,2022-12-22 05:54:16.427240,2023-12-22 05:54:16.427240,2,69,Male,Referral,Credit Card,No,Active
427,Digital+Print,Monthly,No,2.62,22,2,No,0.29,11.9,Others,Politics,0.45,0,Mobile,Manual,None,0.47,-78,-0.63,2024-04-14 05:54:16.427244,2025-04-14 05:54:16.427244,4,65,Male,Web,PayPal,Yes,Cancelled
428,Digital,Annual,Yes,2.64,21,1,Yes,0.15,12.83,North America,Finance,0.92,3,Mobile,Auto,Newsletter Promo,0.35,40,-0.2,2024-08-23 05:54:16.427248,2025-08-23 05:54:16.427248,4,31,Male,Mobile App,Credit Card,No,Active
429,Digital+Print,Monthly,Yes,2.91,20,1,No,0.24,14.71,Others,Technology,0.36,1,Desktop,Manual,None,0.54,41,0.76,2025-02-16 05:54:16.427253,2026-02-16 05:54:16.427253,5,54,Female,Web,Debit Card,Yes,Active
430,Digital+Print,Annual,Yes,3.72,25,1,No,0.94,11.63,North America,Environment,0.61,0,Mobile,Auto,Newsletter Promo,0.4,64,0.29,2024-02-07 05:54:16.427257,2025-02-06 05:54:16.427257,5,68,Male,Mobile App,Credit Card,No,Active
431,Digital,Monthly,Yes,4.31,7,0,No,0.52,4.5,Asia,Politics,0.89,0,Desktop,Manual,Retention Offer,0.17,-96,0.79,2023-12-10 05:54:16.427261,2024-12-09 05:54:16.427261,2,21,Female,Mobile App,Debit Card,No,Active
432,Espresso,Monthly,Yes,2.03,20,3,Yes,0.36,8.11,North America,Politics,0.73,2,Mobile,Auto,None,0.24,49,-0.19,2023-05-21 05:54:16.427266,2024-05-20 05:54:16.427266,4,39,Male,Web,Credit Card,No,Cancelled
433,Digital,Monthly,Yes,1.2,24,2,No,0.87,21.77,North America,Technology,0.5,0,Desktop,Auto,None,0.22,-73,0.54,2024-08-19 05:54:16.427270,2025-08-19 05:54:16.427270,5,28,Male,Web,Credit Card,No,Cancelled
434,Digital+Print,Monthly,No,1.44,8,1,No,0.39,12.9,Asia,Culture,0.59,1,Tablet,Manual,None,0.43,31,-0.52,2022-12-11 05:54:16.427274,2023-12-11 05:54:16.427274,1,51,Female,Mobile App,Credit Card,No,Cancelled
435,Digital+Print,Monthly,Yes,2.27,0,2,No,0.34,19.48,Asia,Culture,0.79,0,Mobile,Auto,Survey,0.32,-51,0.42,2024-07-04 05:54:16.427279,2025-07-04 05:54:16.427279,5,62,Female,Mobile App,PayPal,No,Active
436,Digital,Monthly,Yes,2.47,5,0,No,0.21,15.58,Europe,Technology,0.98,0,Mobile,Manual,None,0.04,1,-0.36,2023-04-26 05:54:16.427283,2024-04-25 05:54:16.427283,5,33,Female,Web,Credit Card,Yes,Active
437,Digital+Print,Monthly,Yes,1.85,22,0,Yes,0.38,10.97,Asia,Environment,0.93,1,Mobile,Auto,None,0.09,-72,0.23,2025-02-28 05:54:16.427287,2026-02-28 05:54:16.427287,3,26,Female,Web,Credit Card,No,Cancelled
